resp_id ,project_id,status_of_contact
VN02000000000451,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000452,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000453,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000454,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000000455,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000456,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000457,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000458,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN02000000000460,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000462,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000463,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000465,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000467,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000468,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN02000000000469,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN02000000000470,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000471,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000472,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN02000000000473,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000474,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000475,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000477,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000000478,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000000479,PVN2020XXX_BEANBOX,OK
VN02000000000493,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000494,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000000496,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000497,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000498,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000000500,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000501,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000503,PVN2020XXX_BEANBOX,OK
VN02000000000514,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000516,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000000517,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN02000000000518,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN02000000000519,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000000524,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000526,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000527,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000528,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN02000000000529,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN02000000000534,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000538,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000539,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000572,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000574,PVN2020XXX_BEANBOX,Hết quota
VN02000000000602,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000603,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000636,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN02000000000640,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN02000000000649,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN02000000000659,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000000660,PVN2020XXX_BEANBOX,Hết quota
VN02000000000666,PVN2020XXX_BEANBOX,Hết quota
VN02000000000668,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000677,PVN2020XXX_BEANBOX,Hết quota
VN02000000000679,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000683,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000684,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000685,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000686,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000694,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN02000000000700,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000701,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000000702,PVN2020XXX_BEANBOX,OK
VN02000000000706,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000000707,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000000711,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000000712,PVN2020XXX_BEANBOX,OK
VN02000000000716,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000000720,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000721,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000722,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000723,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000724,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000725,PVN2020XXX_BEANBOX,Máy bận
VN02000000000726,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000727,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000728,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000729,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000730,PVN2020XXX_BEANBOX,Máy bận
VN02000000000731,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000732,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN02000000000733,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000000734,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000735,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000736,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000737,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000738,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000739,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000740,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000741,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000742,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000743,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000744,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000745,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000746,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000000750,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000751,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000752,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000753,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000754,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000000755,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN02000000000756,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000757,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000758,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN02000000000759,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000760,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000761,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000000762,PVN2020XXX_BEANBOX,Máy bận
VN02000000000763,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000764,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000765,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000000769,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN02000000000770,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000000771,PVN2020XXX_BEANBOX,OK
VN02000000000775,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000776,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000777,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000778,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN02000000000779,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000000780,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000781,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN02000000000783,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000784,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000786,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000787,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000789,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000792,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000793,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000794,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000795,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000798,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN02000000000799,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000800,PVN2020XXX_BEANBOX,Máy bận
VN02000000000802,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000804,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN02000000000805,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000806,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000807,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000808,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000000809,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000000811,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000000813,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000815,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000000816,PVN2020XXX_BEANBOX,Hết quota
VN02000000000822,PVN2020XXX_BEANBOX,Hết quota
VN02000000002045,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002046,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002047,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002048,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002049,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN02000000002050,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN02000000002051,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN02000000002052,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN02000000002053,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN02000000002054,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN02000000002055,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN02000000002056,PVN2020XXX_BEANBOX,OK
VN02000000002060,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002061,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN02000000002062,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002063,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000002064,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000002065,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN02000000002066,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002067,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002068,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002069,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000002070,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN02000000002071,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000002072,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN02000000002073,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002074,PVN2020XXX_BEANBOX,Hết quota
VN02000000002075,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002076,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000002077,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002078,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002079,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002080,PVN2020XXX_BEANBOX,OK
VN02000000002084,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002085,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN02000000002086,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN02000000002087,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002088,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002089,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000002090,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002091,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002092,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000002097,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN02000000002098,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000002102,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002103,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002104,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000002108,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002109,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002110,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000002111,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000002112,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002113,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002114,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000002118,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000002122,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN02000000002125,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002127,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002129,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002130,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002132,PVN2020XXX_BEANBOX,OK
VN02000000002401,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN02000000002402,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN02000000002403,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000002404,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000002405,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN02000000002406,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000002407,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000002408,PVN2020XXX_BEANBOX,Máy bận
VN02000000002409,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002411,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002412,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002413,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002414,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000002415,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000002416,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002417,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002418,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN02000000002419,PVN2020XXX_BEANBOX,Máy bận
VN02000000002420,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000002421,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002422,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000002423,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN02000000002424,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000002425,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002426,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002427,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN02000000002428,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000002430,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000002432,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000002433,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002434,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000002435,PVN2020XXX_BEANBOX,OK
VN02000000002439,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002440,PVN2020XXX_BEANBOX,OK
VN02000000002444,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000002445,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000002447,PVN2020XXX_BEANBOX,OK
VN02000000002451,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000002452,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002453,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN02000000002454,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000002455,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002456,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002458,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002459,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002461,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000002462,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002463,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002464,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN02000000002465,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002466,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN02000000002467,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002468,PVN2020XXX_BEANBOX,OK
VN02000000002472,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002473,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002474,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002475,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000002476,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000002480,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002481,PVN2020XXX_BEANBOX,Máy bận
VN02000000002482,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002483,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN02000000002484,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002485,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000002486,PVN2020XXX_BEANBOX,Máy bận
VN02000000002487,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002488,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000002489,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000002490,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002493,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002559,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002562,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN02000000002563,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN02000000002565,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN02000000002566,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN02000000002568,PVN2020XXX_BEANBOX,OK
VN01000000000001,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000000002,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000000003,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000000004,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000000005,PVN2020XXX_BEANBOX,OK
VN01000000000009,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000010,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000000011,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000000012,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000000013,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000014,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000000015,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000016,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000017,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000000018,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000000019,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000020,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000000021,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000000022,PVN2020XXX_BEANBOX,OK
VN01000000000027,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000028,PVN2020XXX_BEANBOX,OK
VN01000000000033,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000034,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000000035,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000000036,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000000037,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000000038,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000000039,PVN2020XXX_BEANBOX,OK
VN01000000000043,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000000044,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000045,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000046,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000000047,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000049,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000050,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000000051,PVN2020XXX_BEANBOX,OK
VN01000000000055,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000056,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000057,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000058,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000000059,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000000060,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000000061,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000062,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000000063,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000000064,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000065,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000066,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000067,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000000068,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000069,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000000070,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000000071,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000000072,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000000073,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000000074,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000000076,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000000077,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000000078,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000000079,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000080,PVN2020XXX_BEANBOX,OK
VN01000000000084,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000085,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000000086,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000000087,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000088,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000000089,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000000090,PVN2020XXX_BEANBOX,Hết quota
VN01000000000091,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
